train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall
1.1747082736325969,0.836727962131344,0.6086248982912937,0.7293447293447294,0.6049305379100444,0.7280159903399542,0.6048664136728601,0.7344886319408566,0.6086248982912937,0.7293447293447294
0.3904943672709262,0.8507029831069827,0.8809330078654732,0.7549857549857549,0.8804493268024751,0.7517486526652366,0.8802520819091297,0.7559093447966581,0.8809330078654732,0.7549857549857549
0.19122614890765394,0.8414510782500277,0.9406021155410903,0.7720797720797721,0.9405192464224329,0.769237159603184,0.9405413041261017,0.7752695117802568,0.9406021155410903,0.7720797720797721
0.1109196077693776,1.130760277777995,0.9671819907784106,0.7464387464387464,0.9671852909313376,0.75133932431174,0.9672263380165219,0.7780885522600637,0.9671819907784106,0.7464387464387464
0.08076329105731947,1.0474393940888918,0.9753186872796311,0.7777777777777778,0.9752899369431255,0.7764228691875327,0.9753416793551315,0.7795427542588597,0.9753186872796311,0.7777777777777778
0.058666272460201875,1.1266955978043398,0.9848114998643884,0.7492877492877493,0.9848158800842784,0.7537814408826938,0.9848522347482325,0.770929163320034,0.9848114998643884,0.7492877492877493
0.04355435562301109,1.2488106326160269,0.9877949552481693,0.792022792022792,0.9877973065417888,0.7899083549773654,0.9878344273017213,0.7988060446315389,0.9877949552481693,0.792022792022792
0.039261883505119166,1.2929939280378173,0.9880661784648765,0.7806267806267806,0.9880621739363007,0.7797204942296486,0.9880643768712817,0.7860733833066709,0.9880661784648765,0.7806267806267806
0.07162223439254442,1.3143758927909737,0.9802007051803634,0.7464387464387464,0.9801962105508917,0.7418445094904762,0.9801996198802166,0.7668166806178771,0.9802007051803634,0.7464387464387464
0.043244108786300764,1.2959656629637095,0.9861676159479251,0.7549857549857549,0.9861559067207927,0.7529900905957817,0.9861716681453242,0.7612473744235755,0.9861676159479251,0.7549857549857549
0.0351096569768355,1.124252513082873,0.9918633034987795,0.7891737891737892,0.9918605565635669,0.7866671985327021,0.9918616644839018,0.7920111673578915,0.9918633034987795,0.7891737891737892
0.018078693565853184,1.3553087038818503,0.9951179820992677,0.7663817663817664,0.9951149833332193,0.763668983478059,0.9951220193589534,0.7729127832528055,0.9951179820992677,0.7663817663817664
0.018286266689485454,1.3255940572149054,0.9953892053159751,0.7749287749287749,0.9953910499067997,0.7752644812262993,0.9953967174292968,0.7801073523822504,0.9953892053159751,0.7749287749287749
0.024848818099002447,1.5177893845730612,0.9915920802820721,0.7606837606837606,0.9915869402254136,0.7589543611272378,0.9915929790153014,0.7828371973928268,0.9915920802820721,0.7606837606837606
0.059253760217682666,1.4081261622251462,0.9810143748304855,0.7407407407407407,0.9810106668999332,0.7380040929021192,0.9810348956377193,0.7556853228955348,0.9810143748304855,0.7407407407407407
0.04527097694315107,1.3806759081144109,0.9864388391646325,0.7777777777777778,0.9864489144797353,0.7769327942816754,0.9864812869710117,0.7794184879720809,0.9864388391646325,0.7777777777777778
0.0284862288367079,1.489359767940373,0.9905071874152428,0.7692307692307693,0.9905011288743957,0.7661330182084467,0.9905116106526883,0.7719557371820137,0.9905071874152428,0.7692307692307693
0.020331646640592307,1.3982578919632653,0.9951179820992677,0.7663817663817664,0.9951149021605645,0.765316729188992,0.9951245491058663,0.7745639776968454,0.9951179820992677,0.7663817663817664
0.012089162854543943,1.5922717803802628,0.996202874966097,0.7806267806267806,0.9962046921537114,0.7784074085808824,0.9962124353151215,0.7913964926150124,0.996202874966097,0.7806267806267806
0.013052357832128488,1.5658642004145855,0.9970165446162191,0.7863247863247863,0.9970158042961974,0.7858413978189009,0.9970177306593728,0.7973308909218909,0.9970165446162191,0.7863247863247863
0.0078017943765304265,1.562232783897395,0.9981014374830486,0.7663817663817664,0.9981004153339141,0.7646826117526252,0.9981020569700212,0.7671112060910799,0.9981014374830486,0.7663817663817664
0.009360967491176722,1.7432526760970766,0.9975589910496339,0.7606837606837606,0.9975589910496339,0.7616531045455508,0.9975589910496339,0.7812995163719801,0.9975589910496339,0.7606837606837606
0.020799800854884563,1.5904623290412447,0.9926769731489016,0.7578347578347578,0.9926770341805574,0.7578778148995788,0.9926942378907294,0.7691657757310534,0.9926769731489016,0.7578347578347578
0.009041012513145574,1.7335702932089503,0.9970165446162191,0.7407407407407407,0.9970155504593731,0.7401535166365621,0.9970158453477933,0.7616890953303996,0.9970165446162191,0.7407407407407407
0.034927183611392736,1.468747471302663,0.9921345267154869,0.7578347578347578,0.9921377388580278,0.757432845132619,0.9921499324067636,0.7645636670892797,0.9921345267154869,0.7578347578347578
0.015425080143507335,1.678016151670377,0.9953892053159751,0.7635327635327636,0.9953928799835753,0.7626754359377471,0.9954037964871529,0.7752578356992411,0.9953892053159751,0.7635327635327636
0.015080257884982256,1.6548978441376292,0.9964740981828044,0.7806267806267806,0.9964719686168723,0.7804547913762132,0.9964766183914272,0.7935101649949431,0.9964740981828044,0.7806267806267806
0.025697211916567285,1.3900725344392308,0.9929481963656089,0.7891737891737892,0.9929467155495958,0.785496867975231,0.9929479326230891,0.786671083723441,0.9929481963656089,0.7891737891737892
0.014704792455428817,1.632356910454242,0.9956604285326824,0.7891737891737892,0.9956577838348482,0.7911361643101257,0.9956597840793748,0.8004962303012789,0.9956604285326824,0.7891737891737892
0.022144890855918864,1.550602293082452,0.9932194195823163,0.7720797720797721,0.9932216326458068,0.7695976661669787,0.9932388276702154,0.770333863992738,0.9932194195823163,0.7720797720797721
