train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,train_precision,val_precision,train_recall,val_recall
1.1822054311936225,0.9199280712403294,0.5950637374559262,0.7008547008547008,0.5925448414608264,0.6841591598044804,0.5946647124767114,0.7434705885153082,0.5950637374559262,0.7008547008547008
0.4729379127754375,0.8724432547080551,0.8546243558448603,0.7521367521367521,0.8540489834494254,0.7470941623399922,0.8542082382507595,0.7502640470931929,0.8546243558448603,0.7521367521367521
0.21811649608060793,0.9749531336898181,0.9308380797396257,0.7464387464387464,0.9308225689054022,0.7450310632620991,0.930838098938889,0.7503208771293877,0.9308380797396257,0.7464387464387464
0.11135242021573667,1.0420265745695287,0.9679956604285327,0.7635327635327636,0.9679843067433376,0.7616204678830725,0.9680327020827539,0.7657142585099525,0.9679956604285327,0.7635327635327636
0.0731743829921474,1.2068359715455448,0.9791158123135341,0.7492877492877493,0.9791052471362669,0.746461688161822,0.9791005191493971,0.7500674497808305,0.9791158123135341,0.7492877492877493
0.04940010491654515,1.2820079635425425,0.9877949552481693,0.7464387464387464,0.9877915432953337,0.7455148208219959,0.9877967029260286,0.7590167296974967,0.9877949552481693,0.7464387464387464
0.05510560218633789,1.2772167370710363,0.9826417141307295,0.7635327635327636,0.9826391526592146,0.7570716545330505,0.9826615409209282,0.7635035504869938,0.9826417141307295,0.7635327635327636
0.0368249266208075,1.2972731211586217,0.9888798481149986,0.7692307692307693,0.9888805266422923,0.7670148456878029,0.9888925499577389,0.7678748141032248,0.9888798481149986,0.7692307692307693
0.04299811463020509,1.5204694935092782,0.9856251695145104,0.7464387464387464,0.9856189327969266,0.7436221426817995,0.9856240302104917,0.7570875332643866,0.9856251695145104,0.7464387464387464
0.027055112569503728,1.5124305836920044,0.9915920802820721,0.7578347578347578,0.991595329942513,0.7575768088969681,0.9916134606671991,0.7600171920347358,0.9915920802820721,0.7578347578347578
0.04658956339283222,1.5095438645924428,0.9869812855980472,0.7635327635327636,0.9869846230528061,0.7587896759443727,0.986998281844979,0.7682599940014796,0.9869812855980472,0.7635327635327636
0.057849358049897534,1.662014441267505,0.9812855980471928,0.7435897435897436,0.981288525082198,0.7449625672188331,0.9812991247764957,0.7560010334306189,0.9812855980471928,0.7435897435897436
0.043421973758715614,1.6104010191143747,0.9856251695145104,0.7407407407407407,0.9856143927167702,0.7402820640536935,0.9856113986384604,0.7466852755536599,0.9856251695145104,0.7407407407407407
0.01743551600266754,1.6791245125319034,0.9956604285326824,0.7578347578347578,0.9956609131109015,0.7520691827078372,0.9956784614906339,0.7556482451161336,0.9956604285326824,0.7578347578347578
0.01710741806924111,1.6768970274369093,0.9934906427990235,0.7521367521367521,0.993493420631001,0.7543469627567395,0.9935039797440264,0.7712230067832755,0.9934906427990235,0.7521367521367521
0.029124351302709947,1.7437664886135236,0.9910496338486574,0.7663817663817664,0.9910512612376322,0.7667869694832603,0.991061370937209,0.7717313154902631,0.9910496338486574,0.7663817663817664
0.023430004618922515,1.5810645769464324,0.9913208570653648,0.7435897435897436,0.9913173988527698,0.741941112818774,0.9913249533942615,0.7452480888026872,0.9913208570653648,0.7435897435897436
0.016918690943910384,1.7271172337637328,0.9951179820992677,0.7749287749287749,0.9951169030525676,0.7744738505954449,0.9951211483016569,0.7761009346339542,0.9951179820992677,0.7749287749287749
0.01812631345576558,1.7489702449607374,0.9940330892324383,0.7663817663817664,0.9940300876897211,0.7702742849565146,0.9940336034459003,0.7864130636485902,0.9940330892324383,0.7663817663817664
0.01887466333887851,1.86942639266223,0.9964740981828044,0.7720797720797721,0.9964752274963219,0.7694886330432068,0.9964828136461165,0.7713508430077667,0.9964740981828044,0.7720797720797721
0.019273047069967165,1.5351224184153003,0.9940330892324383,0.7692307692307693,0.9940339400327476,0.7655210471594601,0.9940392365859544,0.7666957994854516,0.9940330892324383,0.7692307692307693
0.014262291885761365,1.5999299791293946,0.9943043124491456,0.7806267806267806,0.994304018872627,0.7819275954689094,0.9943068074342831,0.7906675397099152,0.9943043124491456,0.7806267806267806
0.01546053064556134,1.5061237772242126,0.9956604285326824,0.7863247863247863,0.9956600012755947,0.784426149634776,0.9956646582946546,0.7861746930261759,0.9956604285326824,0.7863247863247863
0.009312293422793612,1.6907444603083142,0.9970165446162191,0.7492877492877493,0.9970158344164525,0.7457008382237595,0.9970164519534988,0.7511195916782601,0.9970165446162191,0.7492877492877493
0.043471874396895406,1.5807637137565178,0.9894222945484134,0.7521367521367521,0.9894175235320853,0.7536017226556656,0.9894223962378065,0.7733418106234271,0.9894222945484134,0.7521367521367521
0.03257724307305709,1.5013287564808573,0.989151071331706,0.7692307692307693,0.9891539943179415,0.7658005347383161,0.9891866138173512,0.7683755366733717,0.989151071331706,0.7692307692307693
0.024935999437600803,1.5142055060873685,0.9921345267154869,0.7663817663817664,0.992123957179041,0.7614368641980899,0.9921403066016068,0.7692236248519932,0.9921345267154869,0.7663817663817664
0.023583827206946035,1.446380563228898,0.9926769731489016,0.7521367521367521,0.9926757227209496,0.7525053494892933,0.9926770456540329,0.7604777205632225,0.9926769731489016,0.7521367521367521
0.042638968440908906,1.5515191288601258,0.9875237320314619,0.7521367521367521,0.9875352791929017,0.7507646291332182,0.9875576745255193,0.7588282876503427,0.9875237320314619,0.7521367521367521
0.015671285585707934,1.5827543685833614,0.9956604285326824,0.7549857549857549,0.9956565254855823,0.7561280006452751,0.9956605416179944,0.7621415743126269,0.9956604285326824,0.7549857549857549
